Library System	Branch Name	Library Type	Street Address	City	ZIP Code	County	Website	Phone Number	Director	Branch Head	Building Square Feet	FTE Staff	Hours
Polk County Public Libraries	Saluda Library	Public	44 West Main St	Saluda	28773	Polk	https://polklibrary.org/	(828) 749-2117	Rishara Finsel	Bob McCall	"6,587"	2.25	Mon: 9 am-6 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 9 am-6 pm  Fri: 9 am-6 pm  Sat: 9 am-1 pm
Polk County Public Libraries	Columbus Library (Main)	Public	1289 W Mills St	Columbus	28722	Polk	https://polklibrary.org/	(828) 894-8721	Rishara Finsel	Wanangwa Dever	"17,783"	8.50	Mon: 9 am-6 pm  Tue: 9 am-8 pm  Wed: 9 am-8 pm  Thu: 9 am-8 pm  Fri: 9 am-6 pm  Sat: 9 am-4 pm
Public Library Of Johnston County & Smithfield	James Bryan Creech Library	Public	206 W Hatcher St	Four Oaks	27524	Johnston	https://www.pljcs.org/	(919) 963-6013	Margaret Marshall	Tonie Collins	"2,250"	0.55	Tue: 1:30 pm-5:30 pm  Wed: 10 am-6 pm  Thu: 1:30 pm-5:30 pm  Fri: 1 pm-7 pm  Sat: 1 pm-5 pm
Public Library Of Johnston County & Smithfield	Kenly Public Library	Public	205 Edgerton St	Kenly	27542	Johnston	https://www.pljcs.org/	(919) 284-4217	Margaret Marshall	Betty Pope	"2,400"	1.70	Mon: 9 am-5:30 pm  Tue: 9 am-7 pm  Wed: 9 am-5:30 pm  Thu: 9 am-7 pm  Fri: 9 am-5 pm  Sat: 9 am-12 pm
Public Library Of Johnston County & Smithfield	Mary Duncan Public Library	Public	100 W Main St	Benson	27504	Johnston	https://www.pljcs.org/	(919) 894-3724	Margaret Marshall	Terry Hobgood	"4,000"	2.75	Mon: 9 am-7 pm  Tue: 9 am-7 pm  Wed: 9 am-7 pm  Thu: 9 am-7 pm  Fri: 9 am-5 pm  Sat: 9 am-12 pm
Public Library Of Johnston County & Smithfield	Princeton Public Library	Public	"101 Doctor Donnie H. Jones, Jr Blvd"	Princeton	27569	Johnston	https://www.pljcs.org/	(919) 936-9996	Margaret Marshall	Freda Fell	"5,508"	0.30	Mon: 4 pm-7 pm  Tue: 4 pm-7 pm  Thu: 4 pm-7 pm  Sun: 2 pm-5 pm
Public Library Of Johnston County & Smithfield	Public Library Of Johnston County & Smithfield (Main)	Public	305 Market St	Smithfield	27577	Johnston	https://www.pljcs.org/	(919) 934-8146	Margaret Marshall	Margaret Marshall	"35,000"	15.60	Mon: 9 am-8 pm  Tue: 9 am-5:30 pm  Wed: 9 am-5:30 pm  Thu: 9 am-8 pm  Fri: 9 am-5:30 pm  Sat: 9 am-5 pm
Public Library Of Johnston County & Smithfield	Public Library Of Johnston County & Smithfield Bookmobile	Public	305 Market St	Smithfield	27577	Johnston	https://www.pljcs.org/	(919) 934-8146	Margaret Marshall	Raquel Aguilera	N/A	1.50	Varies
Public Library Of Johnston County & Smithfield	Selma Public Library	Public	301 N Pollock St	Selma	27576	Johnston	https://www.pljcs.org/	(919) 965-8613	Margaret Marshall	Phyllis Brown	"4,469"	2.50	Mon: 9 am-6 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 9 am-8 pm  Fri: 9 am-5 pm  Sat: 9 am-12 pm
Randolph Public Library	Archdale Public Library	Public	10433 S Main St	Archdale	27263	Randolph	http://www.randolphlibrary.org/	(336) 431-3811	Ross Holt	Matthew Shaw	"12,848"	5.03	Mon: 9 am-8 pm  Tue: 9 am-8 pm  Wed: 9 am-8 pm  Thu: 9 am-8 pm  Fri: 9 am-6 pm  Sat: 9 am-5 pm 
Randolph Public Library	John W. Clark Public Library	Public	111 Sumner Pl	Franklinville	27248	Randolph	http://www.randolphlibrary.org/	(336) 824-4020	Ross Holt	Carmen Carron	"3,000"	0.58	Mon: 2 pm-6 pm  Tue: 2 pm-6 pm  Wed: 10 am-2 pm  Thu: 2 pm-6 pm  Fri: 2 pm-6 pm  Sun: 2 pm-5 pm
Randolph Public Library	Liberty Public Library	Public	239 S Fayetteville St	Liberty	27298	Randolph	http://www.randolphlibrary.org/	(336) 622-4605	Ross Holt	Charity Johnson	"3,858"	3.00	Mon: 9 am-5 pm  Tue: 9 am-7 pm  Wed: 9 am-5 pm  Thu: 9 am-5 pm  Fri: 9 am-5 pm  Sat: 9 am-1 pm
Randolph Public Library	Ramseur Public Library	Public	1512 Main St	Ramseur	27316	Randolph	http://www.randolphlibrary.org/	(336) 824-2232	Ross Holt	Sandra Livingston	"4,200"	2.00	Mon: 8:30 am-5 pm  Tue: 8:30 am-5 pm  Wed: 8:30 am-5 pm  Thu: 8:30 am-5 pm  Fri: 8:30 am-5 pm
Randolph Public Library	Randleman Public Library	Public	142 W Academy Street	Randleman	27317	Randolph	http://www.randolphlibrary.org/	(336) 498-3141	Ross Holt	Donna Toomes	"12,306"	4.15	Mon: 9 am-6 pm  Tue: 9 am-7 pm  Wed: 9 am-7 pm  Thu: 9 am-6 pm  Fri: 9 am-6 pm  Sat: 9 am-1 pm
Randolph Public Library	Randolph Public Library (Main)	Public	201 Worth St	Asheboro	27203	Randolph	http://www.randolphlibrary.org/	(336) 318-6800	Ross Holt	Ross Holt	"25,000"	26.52	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 9 am-6 pm  Sat: 9 am-5 pm 
Randolph Public Library	Seagrove Public Library	Public	530 Seagrove Plank Rd	Seagrove	27341	Randolph	http://www.randolphlibrary.org/	(336) 873-7521	Ross Holt	Barbara Luther	"5,500"	1.87	Mon: 1 pm-7 pm  Tue: 1 pm-7 pm  Wed: 1 pm-7 pm  Thu: 1 pm-7 pm  Fri: 12 pm-6 pm  Sat: 10 am-3 pm 
Roanoke Rapids Public Library	Roanoke Rapids Public Library	Public	319 Roanoke Ave	Roanoke Rapids	27870	Halifax	http://www.youseemore.com/RoanokeRapids/	(252) 533-2890	Jeffrey C. Watson	Jeffrey C. Watson	"7,550"	4.94	Mon: 10 am-7 pm  Tue: 10 am-7 pm  Wed: 10 am-6 pm  Thu: 10 am-6 pm  Fri: 10 am-6 pm  Sat: 10 am-3 pm 
Robeson County Public Library	McMillan Memorial Library	Public	205 E 2nd Ave	Red Springs	28377	Robeson	http://robesoncountylibrary.libguides.com/RCPL	(910) 843-4205	Katie Fountain	Autumn Scott	"2,040"	0.65	Mon: 2 pm-6 pm  Tue: 2 pm-6 pm  Wed: 2 pm-6 pm  Thu: 2 pm-6 pm  Fri: 2 pm-6 pm
Robeson County Public Library	Gilbert Patterson Memorial Public Library	Public	210 N Florence St	Maxton	28364	Robeson	http://robesoncountylibrary.libguides.com/RCPL	(910) 844-3884	Katie Fountain	Cynthia Lester	"4,050"	1.05	Mon: 11 am-6 pm  Tue: 11 am-8 pm  Wed: 11 am-6 pm  Thu: 11 am-8 pm  Fri: 11 am-6 pm  Sat: 11 am-2 pm
Robeson County Public Library	Hector MacLean Public Library	Public	106 S Main St	Fairmont	28340	Robeson	http://robesoncountylibrary.libguides.com/RCPL	(910) 628-9331	Katie Fountain	Tyree Robinson	"3,330"	0.60	Mon: 1 pm-6 pm  Tue: 1 pm-6 pm  Wed: 1 pm-6 pm  Thu: 1 pm-6 pm  Fri: 1 pm-6 pm
Robeson County Public Library	Pembroke Public Library	Public	413 S Blaine St	Pembroke	28372	Robeson	http://robesoncountylibrary.libguides.com/RCPL	(910) 521-1554	Katie Fountain	Caroline Locklear	"4,400"	1.50	Mon: 9 am-12 pm; 1 pm-9 pm  Tue: 9 am-12 pm; 1 pm-9 pm  Wed: 9 am-12 pm; 1 pm-9 pm  Thu: 1 pm-8 pm  Fri: 9 am-12 pm; 1 pm-6 pm 
Robeson County Public Library	Robeson County Public Library (Main)	Public	101 N Chestnut St	Lumberton	28358	Robeson	http://robesoncountylibrary.libguides.com/RCPL	(910) 738-4859	Katie Fountain	Katie Fountain	"18,000"	13.21	Mon: 9 am-6 pm  Tue: 9 am-9 pm  Wed: 9 am-6 pm  Thu: 9 am-9 pm  Fri: 9 am-6 pm  Sat: 9 am-6 pm 
Robeson County Public Library	Rowland Public Library	Public	113 E Main St	Rowland	28383	Robeson	http://robesoncountylibrary.libguides.com/RCPL	(910) 422-3996	Katie Fountain	Zach Bullard	"4,268"	0.50	Mon: 2 pm-6 pm  Tue: 2 pm-6 pm  Wed: 2 pm-6 pm  Thu: 2 pm-6 pm  Fri: 2 pm-6 pm
Robeson County Public Library	Robeson County Public Library Bookmobile	Public	101 N Chestnut St	Lumberton	28358	Robeson	http://robesoncountylibrary.libguides.com/RCPL	(910) 738-4859	Katie Fountain	Lauren Piszczor	N/A	0.58	Varies
Robeson County Public Library	St. Pauls Public Library	Public	221 W Broad St	Saint Pauls	28384	Robeson	http://robesoncountylibrary.libguides.com/RCPL	(910) 865-4002	Katie Fountain	Joy Andrews	"2,020"	1.05	Mon: 11 am-6 pm  Tue: 11 am-6 pm  Wed: 11 am-6 pm  Thu: 11 am-6 pm  Fri: 11 am-2 pm
Rockingham County Public Library	Eden Branch Library	Public	598 S Pierce St	Eden	27288	Rockingham	https://rcpl.libguides.com/RockinghamCountyPublicLibrary/Home	(336) 623-3168	Michael Roche	Katherine Seaver	"15,300"	7.21	Mon: 9 am-8 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 9 am-8 pm  Fri: 9 am-6 pm  Sat: 9 am-4 pm
Rockingham County Public Library	Madison-Mayodan Public Library	Public	611 Burton St	Madison	27025	Rockingham	https://rcpl.libguides.com/RockinghamCountyPublicLibrary/Home	(336) 548-6553	Michael Roche	Joan Waynick	"12,300"	5.00	Mon: 9 am-8 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 9 am-8 pm  Fri: 9 am-6 pm  Sat: 9 am-4 pm
Rockingham County Public Library	Reidsville Branch Library	Public	204 W Morehead St	Reidsville	27320	Rockingham	https://rcpl.libguides.com/RockinghamCountyPublicLibrary/Home	(336) 349-8476	Michael Roche	Calvert Smith	"12,600"	6.21	Mon: 9 am-8 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 9 am-8 pm  Fri: 9 am-6 pm  Sat: 9 am-4 pm
Rockingham County Public Library	Rockingham County Public Library Bookmobile	Public	527 Boone Rd	Eden	27288	Rockingham	https://rcpl.libguides.com/RockinghamCountyPublicLibrary/Home	(336) 627-1106	Michael Roche	Michael Roche	"5,500"	8.14	Varies
Rockingham County Public Library	Stoneville Branch Library	Public	201 E Main St	Stoneville	27048	Rockingham	https://rcpl.libguides.com/RockinghamCountyPublicLibrary/Home	(336) 573-9040	Michael Roche	Julia Johnson	"3,990"	1.74	Mon: 12 pm-5 pm  Tue: 1 pm-6 pm  Wed: 12 pm-5 pm  Thu: 1 pm-8 pm  Fri: 10 am-6 pm
Rowan Public Library	East Branch Library	Public	110 Broad St	Rockwell	28138	Rowan	https://www.rowancountync.gov/307/Library	(704) 216-7838	Jeff Hall	Brooke Taylor	"7,000"	4.82	Mon: 9 am-8 pm  Tue: 9 am-8 pm  Wed: 9 am-8 pm  Thu: 9 am-5 pm  Fri: 9 am-5 pm  Sat: 10 am-1 pm 
Rowan Public Library	Rowan Public Library (Main)	Public	201 W Fisher St	Salisbury	28144	Rowan	https://www.rowancountync.gov/307/Library	(704) 216-8228	Jeff Hall	Melissa Oleen	"47,500"	29.63	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-6 pm  Fri: 9 am-5 pm  Sat: 9 am-5 pm 
Rowan Public Library	Rowan Public Library Bookmobile	Public	201 W Fisher St	Salisbury	28144	Rowan	https://www.rowancountync.gov/307/Library	(704) 216-8270	Jeff Hall	Melissa Oleen	N/A	2.60	Varies
Rowan Public Library	South Rowan Regional Library	Public	920 Kimball Rd	China Grove	28088	Rowan	https://www.rowancountync.gov/307/Library	(704) 216-7727	Jeff Hall	Laurie Lyda	"23,000"	8.93	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-6 pm  Fri: 9 am-5 pm  Sat: 9 am-5 pm 
Rutherford County Library	Haynes Public Library	Public	"141 N Main St, Ste 110"	Henrietta	28076	Rutherford	http://www.rutherfordcountylibrary.org/	(828) 288-4039	April Young	Erika Woody	"4,000"	1.42	Mon: 10 am-6 pm  Tue: 10 am-6 pm  Wed: 10 am-5 pm  Thu: 10 am-6 pm  Fri: 10 am-6 pm  Sat: 10 am-1 pm
Rutherford County Library	Mountains Branch Library	Public	150 Bills Creek Rd	Lake Lure	28746	Rutherford	http://www.rutherfordcountylibrary.org/	(828) 287-6392	April Young	Joy Sharp	"6,000"	1.88	Mon: 10 am-6 pm  Tue: 10 am-6 pm  Wed: 10 am-3 pm  Thu: 10 am-6 pm  Fri: 10 am-6 pm  Sat: 10 am-3 pm
Rutherford County Library	Rutherford County Library (Main)	Public	255 Callahan Koon Rd	Spindale	28160	Rutherford	http://www.rutherfordcountylibrary.org/	(828) 287-6115	April Young	April Young	"7,281"	6.12	Mon: 9:30 am-5:30 pm  Tue: 9:30 am-5:30 pm  Wed: 9:30 am-5:30 pm  Thu: 9:30 am-8 pm  Fri: 9:30 am-5:30 pm  Sat: 10 am-3 pm
Sampson-Clinton Public Library	Bryan Memorial Library	Public	302 W Weeksdale St	Newton Grove	28366	Sampson	http://www.sampsonnc.com/departments/library_services/	(910) 594-1260	Heather Bonney	Jean Simmons	"3,000"	1.80	Mon: 9 am-1:30 pm; 2:30 pm-6 pm  Tue: 9 am-1:30 pm; 2:30 pm-6 pm  Thu: 9 am-1:30 pm; 2:30 pm-6 pm  Fri: 9 am-1:30 pm; 2:30 pm-6 pm
Sampson-Clinton Public Library	Miriam B. Lamb Memorial Library	Public	144 S Church Ave	Garland	28441	Sampson	http://www.sampsonnc.com/departments/library_services/	(910) 529-2441	Heather Bonney	Colanda Faison	"1,200"	1.80	Mon: 9 am-12:30 pm; 1:30 pm-6 pm  Tue: 9 am-12:30 pm; 1:30 pm-6 pm  Wed: 9 am-12:30 pm; 1:30 pm-6 pm  Fri: 9 am-12:30 pm; 1:30 pm-6 pm
Sampson-Clinton Public Library	Roseboro Public Library	Public	300 W Roseboro St	Roseboro	28382	Sampson	http://www.sampsonnc.com/departments/library_services/	(910) 525-5436	Heather Bonney	Deborah Dudley	"2,520"	1.80	Mon: 9 am-1:30 pm; 2:30 pm-6 pm  Wed: 9 am-1:30 pm; 2:30 pm-6 pm  Thu: 9 am-1:30 pm; 2:30 pm-6 pm  Fri: 9 am-1:30 pm; 2:30 pm-6 pm
Sampson-Clinton Public Library	J.C. Holliday Library (Main)	Public	217 Graham St	Clinton	28328	Sampson	http://www.sampsonnc.com/departments/library_services/	(910) 592-4153	Heather Bonney	Stephanie Johnson	"9,600"	7.95	Mon: 9 am-6 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 9 am-6 pm  Fri: 9 am-6 pm  Sat: 11 am-5 pm 
Sandhill Regional Library System	Anson County Bookmobile	Public	120 S Greene St	Wadesboro	28170	Anson	https://srls.libguides.com/c.php?g=824539	(704) 695-4263	Jesse Gibson	Aaron Mehaffey	N/A	1.00	Varies
Sandhill Regional Library System	Moore County Bookmobile	Public	101 Saunders St	Carthage	28327	Moore	https://srls.libguides.com/c.php?g=824540	(910) 695-6153	Jesse Gibson	Alice Thomas	N/A	1.20	Varies
Sandhill Regional Library System	Allen Library	Public	307 Page St	Biscoe	27209	Montgomery	https://srls.libguides.com/c.php?g=824541	(910) 428-2551	Jesse Gibson	Dianne Saunders	"2,000"	0.50	Mon: 2 pm-6 pm  Tue: 2 pm-6 pm  Wed: 9:30 am-1 pm  Thu: 2 pm-6 pm  Fri: 9:30 am-1 pm
Sandhill Regional Library System	Currie Memorial Library	Public	138 S School St	Candor	27229	Montgomery	https://srls.libguides.com/c.php?g=824542	(910) 974-4033	Jesse Gibson	Cathy Harris	"1,633"	0.50	Mon: 2 pm-6 pm  Tue: 2 pm-6 pm  Wed: 2 pm-6 pm  Thu: 2 pm-6 pm  Fri: 2 pm-6 pm
Sandhill Regional Library System	Hamlet Public Library	Public	302 Main St	Hamlet	28345	Richmond	https://srls.libguides.com/c.php?g=824543	(910) 582-3477	Jesse Gibson	Carmella Johnson	"8,396"	3.00	Mon: 9:30 am-6 pm  Tue: 9:30 am-6 pm  Wed: 9:30 am-6 pm  Thu: 9:30 am-6 pm  Fri: 9:30 am-6 pm  Sat: 9:30 am-12:30 pm
Sandhill Regional Library System	Hampton B. Allen Library	Public	120 S Greene St	Wadesboro	28170	Anson	https://srls.libguides.com/c.php?g=824544	(704) 694-5177	Jesse Gibson	Aaron Mehaffey	"22,500"	4.59	Mon: 9 am-5:30 pm  Tue: 9 am-5:30 pm  Wed: 9 am-5:30 pm  Thu: 9 am-5:30 pm  Fri: 9 am-5:30 pm  Sat: 12 pm-3 pm
Sandhill Regional Library System	Hoke County Public Library	Public	334 N Main St	Raeford	28376	Hoke	https://srls.libguides.com/c.php?g=824545	(910) 875-2502	Jesse Gibson	Sheila Evans	"13,992"	8.15	Mon: 8 am-6 pm  Tue: 8 am-8 pm  Wed: 8 am-6 pm  Thu: 8 am-8 pm  Fri: 8 am-6 pm  Sat: 8 am-4 pm
Sandhill Regional Library System	Kemp Sugg Memorial Library	Public	279 2nd St	Ellerbe	28338	Richmond	https://srls.libguides.com/c.php?g=824546	(910) 652-6130	Jesse Gibson	Ashley Scott	"1,800"	1.00	Mon: 9 am-1 pm; 2 pm-6 pm  Tue: 9 am-1 pm; 2 pm-5 pm  Wed: 10 am-1 pm  Thu: 9 am-1 pm; 2 pm-5 pm  Fri: 9 am-1 pm; 2 pm-5 pm
Sandhill Regional Library System	Leath Memorial Library	Public	412 E Franklin St	Rockingham	28379	Richmond	https://srls.libguides.com/c.php?g=824547	(910) 895-6337	Jesse Gibson	Jesse Gibson	"14,588"	6.55	Mon: 9 am-7 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 9 am-6 pm  Fri: 9 am-5 pm  Sat: 9 am-5 pm 
Sandhill Regional Library System	Montgomery County Library	Public	215 W Main St	Troy	27371	Montgomery	https://srls.libguides.com/c.php?g=824548	(910) 572-1311	Jesse Gibson	David Atkins	"10,294"	6.50	Mon: 9:30 am-6 pm  Tue: 9:30 am-6 pm  Wed: 9:30 am-6 pm  Thu: 9:30 am-6 pm  Fri: 9:30 am-6 pm  Sat: 9:30 am-12:30 pm
Sandhill Regional Library System	Moore County Library	Public	101 Saunders St	Carthage	28327	Moore	https://srls.libguides.com/c.php?g=824549	(910) 947-5335	Jesse Gibson	Alice Thomas	"10,200"	6.57	Mon: 9 am-6 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 9 am-6 pm  Fri: 9 am-6 pm  Sat: 10 am-4 pm 
Sandhill Regional Library System	Mount Gilead Library	Public	110 W Allenton St	Mount Gilead	27306	Montgomery	https://srls.libguides.com/c.php?g=824550	(910) 439-6651	Jesse Gibson	Cindy Brooks	"1,182"	0.50	Mon: 2 pm-6 pm  Tue: 2 pm-6 pm  Thu: 2 pm-6 pm  Fri: 2 pm-6 pm
Sandhill Regional Library System	Page Memorial Library	Public	100 S Poplar St	Aberdeen	28315	Moore	https://srls.libguides.com/c.php?g=824551	(910) 944-1200	Jesse Gibson	Margaret Porterfield	960	0.50	Mon: 2 pm-6 pm  Tue: 9 am-1 pm  Wed: 2 pm-6 pm  Thu: 9 am-1 pm  Fri: 2 pm-6 pm
Sandhill Regional Library System	Pinebluff Public Library	Public	305 E Baltimore Ave	Pinebluff	28373	Moore	https://srls.libguides.com/c.php?g=824552	(910) 281-3004	Jesse Gibson	Patty Underwood	"2,000"	0.50	Mon: 9 am-1 pm  Tue: 2 pm-6 pm  Wed: 9 am-1 pm  Thu: 2 pm-6 pm  Fri: 2 pm-6 pm
Sandhill Regional Library System	Robbins Area Library	Public	161 E Magnolia Dr	Robbins	27325	Moore	https://srls.libguides.com/c.php?g=824553	(910) 948-4000	Jesse Gibson	Sue Aklus	"2,500"	1.40	Tue: 10 am-8 pm  Wed: 9 am-6 pm  Thu: 9 am-6 pm  Fri: 9 am-6 pm  Sat: 10 am-2 pm
Sandhill Regional Library System	Star Branch Library	Public	222 S Main St	Star	27356	Montgomery	https://srls.libguides.com/c.php?g=824554	(910) 428-2338	Jesse Gibson	Shannon Dolgos	370	0.50	Mon: 2 pm-6 pm  Tue: 9:30 am-1:30 pm  Wed: 9:30 am-1:30 pm  Thu: 2 pm-6 pm  Fri: 2 pm-6 pm
Sandhill Regional Library System	Vass Area Library	Public	128 Seaboard St	Vass	28394	Moore	https://srls.libguides.com/c.php?g=824555	(910) 245-2200	Jesse Gibson	Debbie Seal	"3,610"	1.40	Mon: 9 am-6 pm  Tue: 10 am-8 pm  Wed: 9 am-6 pm  Thu: 9 am-6 pm  Fri: 9 am-6 pm  Sat: 10 am-2 pm 
Scotland County Memorial Library	Scotland County Memorial Library	Public	312 W Church St	Laurinburg	28352	Scotland	http://www.scotlandcounty.org/188/Library	(910) 276-0563	Leon L. Gyles	Leon Gyles	"8,400"	5.90	Mon: 9:30 am-6 pm  Tue: 9:30 am-6 pm  Wed: 9:30 am-6 pm  Thu: 9:30 am-6 pm  Fri: 9:30 am-6 pm  Sat: 9 am-2 pm
Scotland County Memorial Library	Scotland County Memorial Library Bookmobile	Public	312 W Church St	Laurinburg	28352	Scotland	http://www.scotlandcounty.org/188/Library	(910) 276-0563	Leon L. Gyles	Leon Gyles	N/A	0.40	Varies
Sheppard Memorial Library	Blount Library	Public	201 Ives St	Bethel	27812	Pitt	http://sheppardlibrary.org/home	(252) 825-0782	Greg Needham	Mildred Elliott	"2,115"	0.54	Tue: 1 pm-5 pm  Wed: 1 pm-5 pm  Thu: 1 pm-5 pm 
Sheppard Memorial Library	Winterville Public Library	Public	2613 Railroad St	Winterville	28590	Pitt	http://sheppardlibrary.org/home	(252) 756-1786	Greg Needham	Amanda Prokop	"6,200"	3.78	Mon: 9 am-8 pm  Tue: 9 am-8 pm  Wed: 9 am-8 pm  Thu: 9 am-8 pm  Fri: 9 am-6 pm  Sat: 1 pm-5 pm
Sheppard Memorial Library	Carver Branch Library	Public	618 W 14th Ave	Greenville	27834	Pitt	http://sheppardlibrary.org/home	(252) 329-4583	Greg Needham	Mildred Elliott	"8,400"	3.60	Mon: 9 am-8 pm  Tue: 9 am-8 pm  Wed: 9 am-8 pm  Thu: 9 am-8 pm  Fri: 9 am-6 pm  Sat: 11 am-3 pm
Sheppard Memorial Library	East Branch Library	Public	2000 Cedar Ln	Greenville	27858	Pitt	http://sheppardlibrary.org/home	(252) 329-4582	Greg Needham	Kisha Green	"6,260"	3.80	Mon: 9 am-8 pm  Tue: 9 am-8 pm  Wed: 9 am-8 pm  Thu: 9 am-8 pm  Fri: 9 am-6 pm  Sat: 11 am-3 pm
Sheppard Memorial Library	Sheppard Memorial Library (Main)	Public	530 S Evans St	Greenville	27858	Pitt	http://sheppardlibrary.org/home	(252) 329-4580	Greg Needham	Tammy Fulcher	"60,500"	22.51	Mon: 9 am-9 pm  Tue: 9 am-9 pm  Wed: 9 am-9 pm  Thu: 9 am-9 pm  Fri: 9 am-6 pm  Sat: 9 am-6 pm  Sun: 2 pm-5 pm
Sheppard Memorial Library	Pitt County Bookmobile	Public	530 S Evans St	Greenville	27858	Pitt	http://sheppardlibrary.org/home	(252) 329-4251	Greg Needham	Hilliard Woolard	140	0.93	Varies
Southern Pines Public Library	Southern Pines Public Library	Public	170 W Connecticut Ave	Southern Pines	28387	Moore	https://www.southernpines.net/399/Library-and-Information-Technology-Servi	(910) 692-8235	Lynn Thompson	Lynn Thompson	"14,750"	10.45	Mon: 10 am-7 pm  Tue: 10 am-7 pm  Wed: 10 am-7 pm  Thu: 10 am-7 pm  Fri: 10 am-5 pm  Sat: 10 am-5 pm  Sun: 2 pm-5 pm
Stanly County Public Library	Badin Branch Library	Public	62 Pine St	Badin	28009	Stanly	http://www.stanlycountylibrary.org/	(704) 423-3218	Melanie Holles	Treva Allmon	"1,344"		Mon: 3 pm-7 pm  Tue: 10 am-2 pm  Thu: 3 pm-7 pm
Stanly County Public Library	Locust Branch Library	Public	213 Town Centre Dr	Locust	28097	Stanly	http://www.stanlycountylibrary.org/	(704) 888-0103	Melanie Holles	Karen Hartsell	"2,280"		Mon: 9 am-7 pm  Tue: 1 pm-7 pm  Wed: 9 am-7 pm  Thu: 9 am-7 pm  Fri: 9 am-5 pm  Sat: 9 am-1 pm
Stanly County Public Library	Norwood Branch Library	Public	207 Pee Dee Ave	Norwood	28128	Stanly	http://www.stanlycountylibrary.org/	(704) 474-3625	Melanie Holles	Lisa Davis	"1,161"		Mon: 1 pm-7 pm  Wed: 1 pm-7 pm  Fri: 9 am-1 pm  Sat: 9 am-1 pm
Stanly County Public Library	Oakboro Branch Library	Public	214 S Main St	Oakboro	28129	Stanly	http://www.stanlycountylibrary.org/	(704) 485-4310	Melanie Holles	Barbara Thompson	"1,350"		Mon: 1 pm-7 pm  Wed: 1 pm-7 pm  Fri: 9 am-1 pm
Stanly County Public Library	Stanly County Public Library (Main)	Public	133 E Main St	Albemarle	28001	Stanly	http://www.stanlycountylibrary.org/	(704) 986-3765	Melanie Holles	Melanie Holles	"22,000"		Mon: 9 am-8 pm  Tue: 9 am-8 pm  Wed: 9 am-8 pm  Thu: 9 am-8 pm  Fri: 9 am-5 pm  Sat: 9 am-1 pm
Transylvania County Library	Transylvania County Library	Public	212 S Gaston St	Brevard	28712	Transylvania	https://library.transylvaniacounty.org/	(828) 884-3151	Anna L. Yount	Anna Yount	"34,811"	16.83	Mon: 9:30 am-8 pm  Tue: 9:30 am-5:30 pm  Wed: 9:30 am-5:30 pm  Thu: 9:30 am-8 pm  Fri: 9:30 am-5:30 pm  Sat: 9:30 am-5:30 pm 
Transylvania County Library	Transylvania County Library Bookmobile	Public	212 S Gaston St	Brevard	28712	Transylvania	https://library.transylvaniacounty.org/	(828) 884-3151	Anna L. Yount	Brenda Ivers	165	0.93	Varies
Union County Public Library	Union West Regional Library	Public	123 Unionville-Indian Trail Rd	Indian Trail	28079	Union	http://www.co.union.nc.us/departments/library	(704) 821-7475	Nina Meadows	Christie Starnes	"11,748"	12.97	Mon: 9 am-7 pm  Tue: 9 am-7 pm  Wed: 9 am-7 pm  Thu: 9 am-7 pm  Fri: 9 am-6 pm  Sat: 1 pm-5 pm  Sun: 2 pm-5 pm
Union County Public Library	Lois Morgan Edwards Memorial Library	Public	414 Hasty St	Marshville	28103	Union	http://www.co.union.nc.us/departments/library	(704) 624-2828	Nina Meadows	Timothy Speasl	"8,500"	7.20	Mon: 9 am-7 pm  Tue: 9 am-7 pm  Wed: 9 am-7 pm  Thu: 9 am-7 pm  Fri: 9 am-6 pm  Sat: 1 pm-5 pm  Sun: 2 pm-5 pm
Union County Public Library	Union County Public Library (Main)	Public	316 E Windsor St	Monroe	28112	Union	http://www.co.union.nc.us/departments/library	(704) 283-8184	Nina Meadows	Nina Meadows	"43,000"	29.79	Mon: 9 am-7 pm  Tue: 9 am-7 pm  Wed: 9 am-7 pm  Thu: 9 am-7 pm  Fri: 9 am-6 pm  Sat: 1 pm-5 pm  Sun: 2 pm-5 pm
Union County Public Library	Waxhaw Library	Public	509 S Providence St	Waxhaw	28173	Union	http://www.co.union.nc.us/departments/library	(704) 843-3131	Nina Meadows	Elaina Wolfe	"2,900"	4.07	Mon: 9 am-7 pm  Tue: 9 am-6 pm  Wed: 9 am-6 pm  Thu: 9 am-7 pm  Fri: 9 am-6 pm  Sat: 1 pm-5 pm
