Place Name	addr1	addr_sup	city	zip	lat	long	Site Type
Morrison Regional Library	7015 Morrison Blvd		Charlotte	28211	35.1516718	-80.8228566	Public Library
Myers Park Branch Library	1361 Queens Rd		Charlotte	28207	35.1963977	-80.8274417	Public Library
North County Regional Library	16500 Holly Crest Ln		Huntersville	28078	35.4406634	-80.8639402	Public Library
Plaza Midwood Branch Library	1623 Central Ave		Charlotte	28205	35.2206099	-80.81108979999999	Public Library
Scaleybark Branch Library	101 Scaleybark Rd		Charlotte	28209	35.18908	-80.875192	Public Library
South County Regional Library	5801 Rea Rd		Charlotte	28277	35.0865451	-80.8115699	Public Library
Sugar Creek Branch Library	4045 N Tryon St		Charlotte	28206	35.2574462	-80.79750399999999	Public Library
University City Regional Library	301 E W T Harris Rd		Charlotte	28262	35.3030845	-80.7464718	Public Library
West Boulevard Branch Library	2157 West Blvd		Charlotte	28208	35.21114379999999	-80.89618689999999	Public Library
Goldston Public Library	9235 Pittsboro-Goldston Rd		Goldston	27252	35.59501729999999	-79.3288863	Public Library
Chatham Community Library (Main)	197 NC Hwy 87 N		Pittsboro	27312	35.7235856	-79.18884369999999	Public Library
Wren Memorial Library	500 N 2nd Ave		Siler City	27344	35.727635	-79.4645436	Public Library
Cleveland County Memorial Library (Main)	104 Howie Dr		Shelby	28150	35.293064	-81.5557862	Public Library
Spangler Branch Library	112 Piedmont Dr		Lawndale	28090	35.4207849	-81.55475179999999	Public Library
Chadbourn Community Library	301 N Wilson St		Chadbourn	28431	34.3249526	-78.8253235	Public Library
Columbus County Public Library (Main)	407 N JK Powell Blvd		Whiteville	28472	34.334976	-78.70891259999999	Public Library
East Columbus Branch Library	103 Church Rd		Riegelwood	28456	34.340628	-78.22742699999999	Public Library
Fair Bluff Community Library	315 Railroad St		Fair Bluff	28439	34.3148024	-79.0303603	Public Library
Rube Mccray Memorial Library	301 Fleming Dr		Lake Waccamaw	28450	34.3189827	-78.5229547	Public Library
Tabor City Public Library	1 E 5th St		Tabor City	28463	34.1554622	-78.86189379999999	Public Library
Bogue Banks Public Library	320 Salter Path Rd		Pine Knoll Shores	28512	34.6949029	-76.82458	Public Library
Cove City-Craven County Public Library	102 N Main St		Cove City	28523	35.1872182	-77.3202824	Public Library
Havelock-Craven County Public	301 Cunningham Blvd		Havelock	28532	34.879861	-76.899119	Public Library
New Bern-Craven County Public Library	400 Johnson St		New Bern	28560	35.1112223	-77.0396252	Public Library
Newport Public Library	210 Howard Blvd		Newport	28570	34.787975	-76.86417900000001	Public Library
Pamlico County Library	603 Main St		Bayboro	28515	35.1430203	-76.7795634	Public Library
Vanceboro-Craven County Public Library	7931 Main St		Vanceboro	28586	35.3000469	-77.1531225	Public Library
Western Carteret Library	230 Taylor Notion Rd		Cape Carteret	28584	34.6970291	-77.0575707	Public Library
Bordeaux Branch Library	3711 Village Dr		Fayetteville	28304	35.0263906	-78.9402708	Public Library
Cliffdale Branch Library	6882 Cliffdale Rd		Fayetteville	28314	35.0599211	-79.00896639999999	Public Library
Cumberland County Public Library & Information Center (Main)	300 Maiden Ln		Fayetteville	28301	35.0555044	-78.8813438	Public Library
East Regional Branch Library	4809 Clinton Rd		Fayetteville	28312	35.0369087	-78.7604113	Public Library
Hope Mills Branch Library	3411 Golfview Rd		Hope Mills	28348	34.9743659	-78.9589185	Public Library
North Regional Branch Library	855 McArthur Rd		Fayetteville	28311	35.1289553	-78.8969079	Public Library
Spring Lake Branch Library	101 Laketree Blvd		Spring Lake	28390	35.1814971	-78.98601149999999	Public Library
West Regional Branch Library	7469 Century Cir		Fayetteville	28306	35.0118141	-79.0444658	Public Library
Lexington Public Library (Main)	602 S Main St		Lexington	27292	35.8191029	-80.2594438	Public Library
Denton Public Library	310 W Salisbury St		Denton	27239	35.6340191	-80.1189114	Public Library
North Davidson Branch Library	559 Critcher Dr		Welcome	27374	35.9290874	-80.2430967	Public Library
Thomasville Public Library	14 Randolph St		Thomasville	27360	35.88141299999999	-80.0812052	Public Library
West Davidson Public Library	246 Tyro School Rd		Lexington	27295	35.8097354	-80.3768577	Public Library
Cooleemee Branch Library	7796 Hwy 801 S		Cooleemee	27014	35.8137285	-80.5524823	Public Library
Davie County Public Library (Main)	371 N Main St		Mocksville	27028	35.8977542	-80.5597299	Public Library
Florence Gallier Library	104 W Main St		Magnolia	28453	34.8963104	-78.05589880000001	Public Library
Dorothy Wightman Library (Main)	107 Bowden Dr		Kenansville	28349	34.9634982	-77.9648082	Public Library
Emily Hill Library	106 Park Cir		Faison	28341	35.1184614	-78.1391968	Public Library
Phillip Leff Memorial Library	807 E Broad St		Beulaville	28518	34.92121059999999	-77.76551959999999	Public Library
Rose Hill Library	113 S Walnut St		Rose Hill	28458	34.8261186	-78.0206536	Public Library
Warsaw-Kornegay Public Library	117 E College St		Warsaw	28398	34.9994342	-78.0912793	Public Library
East Regional Branch Library	211 Lick Creek Ln		Durham	27703	35.9785442	-78.80950469999999	Public Library
South Regional Library	4505 S Alston Ave		Durham	27713	35.90304	-78.8884629	Public Library
Bragtown Branch Library	3200 Dearborn Dr		Durham	27704	36.0375164	-78.871814	Public Library
Durham County Library (Main)	300 N Roxboro St		Durham	27701	35.9949257	-78.8964884	Public Library
North Regional Library	221 Milton Rd		Durham	27712	36.0875544	-78.9144422	Public Library
Southwest Regional Library	3605 Shannon Rd		Durham	27707	35.9585637	-78.954556	Public Library
Stanford L Warren Branch Library	1201 Fayetteville St		Durham	27707	35.9822821	-78.8989527	Public Library
Corolla Branch Library	1123 Ocean Trail		Corolla	27927	36.3789802	-75.8296543	Public Library
Currituck County Library	4261 Caratoke Hwy		Barco	27917	36.3694728	-75.9695919	Public Library
Kill Devil Hills Branch Library	400 Mustian St		Kill Devil Hills	27948	36.009956	-75.66161269999999	Public Library
Moyock Public Library	126 Campus Dr		Moyock	27958	36.514555	-76.131642	Public Library
Pasquotank County Library	100 E Colonial Ave		Elizabeth City	27909	36.3012191	-76.2232427	Public Library
Edgecombe County Memorial Library (Main)	909 Main St		Tarboro	27886	35.9021014	-77.5371315	Public Library
Pinetops Branch Library	201 S 1st St		Pinetops	27864	35.7900247	-77.63779550000001	Public Library
Farmville Public Library	4276 W Church St		Farmville	27828	35.5970016	-77.58723930000001	Public Library
Albert Carlton-Cashiers Community Library	249 Frank Allen Rd		Cashiers	28717	35.1101923	-83.1033587	Public Library
Hudson Library	554 Main St		Highlands	28741	35.0525482	-83.1942887	Public Library
Jackson County Public Library	310 Keener St		Sylva	28779	35.3738562	-83.2280255	Public Library
Marianna Black Library	33 Fryemont Rd		Bryson City	28713	35.426327	-83.4446378	Public Library
Nantahala Community Library	128 Nantahala School Rd		Topton	28781	35.253513	-83.634129	Public Library
Carver School Road Branch Library	4915 Lansing Dr		Winston-Salem	27105	36.1502519	-80.21239299999999	Public Library
Clemmons Branch Library	3554 Clemmons Rd		Clemmons	27012	36.0221845	-80.3768011	Public Library
Malloy/Jordan East Winston Heritage Center	1110 E 7th St		Winston-Salem	27101	36.102134	-80.231565	Public Library
Forsyth County Public Library (Main)	660 W Fifth Street		Winston-Salem	27101	36.0984813	-80.2522875	Public Library
Lewisville Branch Library	6490 Shallowford Rd		Lewisville	27023	36.0964546	-80.4202205	Public Library
Rural Hall Branch Library	7125 Broad St		Rural Hall	27045	36.226043	-80.2863555	Public Library
Southside Branch Library	3185 Buchanan St		Winston-Salem	27127	36.0547393	-80.25282340000001	Public Library
Walkertown Branch Library	2969 Main St		Walkertown	27051	36.1702896	-80.1506647	Public Library
Reynolda Manor Branch Library	2839 Fairlawn Dr		Winston-Salem	27106	36.1413912	-80.2994413	Public Library
Bunn Branch Library	610 Main St		Bunn	27508	35.9536868	-78.2466134	Public Library
Franklin County Library (Main)	906 N Main St		Louisburg	27549	36.1098633	-78.29615059999999	Public Library
Franklinton Public Library	9 W Mason St		Franklinton	27525	36.10388810000001	-78.4583651	Public Library
Youngsville Branch Library	218 US 1A Hwy S		Youngsville	27596	36.0201072	-78.4857415	Public Library
Belmont Branch Library	125 N Central Ave		Belmont	28012	35.2435617	-81.04255859999999	Public Library
Bessemer City Branch Library	207 N 12th St		Bessemer City	28016	35.28652	-81.28368999999999	Public Library
Cherryville Branch Library	605 E Main St		Cherryville	28021	35.3810441	-81.3734097	Public Library
Dallas Branch Library	105 S Holland St		Dallas	28034	35.3153095	-81.177549	Public Library
Ferguson Branch Library	913 N Pryor St		Gastonia	28052	35.2738507	-81.1925335	Public Library
Gaston County Public Library (Main)	1555 E Garrison Blvd		Gastonia	28054	35.252239	-81.1578236	Public Library
Lowell Branch Library	203 McAdenville Rd		Lowell	28098	35.26733	-81.09808699999999	Public Library
Mt. Holly Branch Library	245 W Catawba Ave		Mount Holly	28120	35.2958167	-81.0204907	Public Library
Stanley Branch Library	205 Peterson St		Stanley	28164	35.3614171	-81.0952765	Public Library
Union Road Branch Library	5800 Union Rd		Gastonia	28056	35.1784966	-81.1326643	Public Library
George H. & Laura E. Brown Public Library	122 Van Norden St		Washington	27889	35.5453956	-77.059482	Public Library
Richard H. Thornton Library (Main)	210 Main St		Oxford	27565	36.3094698	-78.58760029999999	Public Library
South Branch Library	1550 S Campus Dr		Creedmoor	27522	36.14236959999999	-78.7222096	Public Library
Stovall Branch Library	300 Main St		Stovall	27582	36.4475321	-78.5679926	Public Library
Blanche Benjamin Branch Library	1530 Benjamin Pkwy		Greensboro	27408	36.1035177	-79.83015569999999	Public Library
Glenwood Branch Library	1901 W Florida St		Greensboro	27403	36.0519832	-79.82083089999999	Public Library
Glenn McNairy Branch Library	4860 Lake Jeanette Rd		Greensboro	27455	36.1434244	-79.8129525	Public Library
Greensboro Public Library (Main)	219 N Church St		Greensboro	27401	36.0748076	-79.7868566	Public Library
Kathleen Clay Edwards Family Branch	1420 Price Park Rd		Greensboro	27410	36.1057102	-79.8775897	Public Library
McGirt-Horton Branch Library	2501 Phillips Ave		Greensboro	27405	36.0951666	-79.7445267	Public Library
Hemphill Branch Library	2301 W Vandalia Rd		Greensboro	27407	36.0191886	-79.8472567	Public Library
Vance H. Chavis Lifelong Learning Branch Library	900 S Benbow Rd		Greensboro	27406	36.0640082	-79.77146259999999	Public Library
Enfield Library	103 S Railroad St		Enfield	27823	36.1804735	-77.66680939999999	Public Library
Halifax County Library (Main)	33 Granville St		Halifax	27839	36.3268129	-77.58945589999999	Public Library
Littleton Public Library	114 E South Main St		Littleton	27850	36.43512200000001	-77.91127759999999	Public Library
Scotland Neck Memorial Library	1600 Main St		Scotland Neck	27874	36.13681330000001	-77.420307	Public Library
Weldon Memorial Library	6 W 1st St		Weldon	27890	36.428785	-77.5961928	Public Library
Angier Public Library	28 N Raleigh St		Angier	27546	35.5076555	-78.74049149999999	Public Library
Coats Public Library	29 E Main St		Coats	27521	35.4076771	-78.6728826	Public Library
Dunn Public Library	110 E Divine St		Dunn	28334	35.3060143	-78.6111895	Public Library
Erwin Public Library	110 W F St		Erwin	28339	35.326352	-78.67714699999999	Public Library
Harnett County Public Library (Main)	601 S Main St		Lillington	27546	35.4001807	-78.8149475	Public Library
Anderson Creek Public Library	914 Anderson Creek School Rd		Bunnlevel	28323	35.2817479	-78.9174683	Public Library
Harold D. Cooley Library	114 W Church St		Nashville	27856	35.9739755	-77.96689789999999	Public Library
Fines Creek Branch Library	190 Fines Creek Rd		Clyde	28721	35.682079	-82.954685	Public Library
Canton Branch Library	11 Pennsylvania Ave		Canton	28716	35.529145	-82.83570449999999	Public Library
Haywood County Public Library (Main)	678 S Haywood St		Waynesville	28786	35.4870808	-82.9919012	Public Library
Maggie Valley Branch Library	3987 Soco Rd		Maggie Valley	28751	35.5169761	-83.0946402	Public Library
Edneyville Branch Library	2 Firehouse Ln		Hendersonville	28792	35.38923200000001	-82.3470328	Public Library
Etowah Branch Library	101 Brickyard Rd		Etowah	28729	35.3188073	-82.594624	Public Library
Fletcher Branch Library	120 Library Rd		Fletcher	28732	35.4345276	-82.5038265	Public Library
Green River Branch Library	50 Green River Rd		Zirconia	28790	35.2161678	-82.4417399	Public Library
Henderson County Public Library (Main)	301 N Washington St		Hendersonville	28739	35.3154621	-82.46300579999999	Public Library
Patrick Beaver Memorial Library (Main)	375 3rd St Ne		Hickory	28601	35.7372656	-81.3347464	Public Library
Ridgeview Branch Library	706 1st St Sw		Hickory	28602	35.7236143	-81.3398125	Public Library
High Point Public Library (Main)	901 N Main St		High Point	27262	35.965786	-80.01339519999999	Public Library
Books & Beyond Mobile Library	901 N Main St		High Point	27262	35.965786	-80.01339519999999	Public Library
Hocutt-Ellington Memorial Library	100 S Church Street		Clayton	27520	35.652322	-78.4591879	Public Library
Iredell County Library (Main)	201 N Tradd St		Statesville	28687	35.7875423	-80.8878455	Public Library
J. Hoyt Hayes Memorial Troutman Branch Library	215 W Church St		Troutman	28166	35.70030089999999	-80.89143279999999	Public Library
Mauney Memorial Library	100 S Piedmont Ave		Kings Mountain	28086	35.2406976	-81.3427346	Public Library
Broadway Branch Library	206 S Main St		Broadway	27505	35.454898	-79.0517808	Public Library
Lee County Library (Main)	107 Hawkins Ave		Sanford	27330	35.4823989	-79.17822029999999	Public Library
Charles R. Jonas Library (Main)	306 W Main St		Lincolnton	28092	35.47052	-81.2605732	Public Library
Florence S. Shanklin Branch Library	7837 Fairfield Forest Rd		Denver	28037	35.5022881	-80.99440240000001	Public Library
Hot Springs Branch Library	170 Bridge St		Hot Springs	28743	35.89293079999999	-82.82663509999999	Public Library
Madison County Public Library (Main)	1335 N Main St		Marshall	28753	35.8100332	-82.691079	Public Library
Mars Hill Branch Library	25 Library St		Mars Hill	28754	35.82775900000001	-82.54794799999999	Public Library
McDowell County Public Library (Main)	90 W Court St		Marion	28752	35.6837667	-82.01061179999999	Public Library
Old Fort Branch Library	65 E Mitchell St		Old Fort	28762	35.626341	-82.180058	Public Library
Mooresville Public Library	304 S Main St		Mooresville	28115	35.5792494	-80.816238	Public Library
Andrews Public Library	871 Main St		Andrews	28901	35.2004649	-83.82704149999999	Public Library
Graham County Public Library	80 Knight St		Robbinsville	28771	35.3265317	-83.8106083	Public Library
Moss Memorial Library	26 Anderson St		Hayesville	28904	35.0466807	-83.816907	Public Library
Murphy Public Library	9 Blumenthal St		Murphy	28906	35.086761	-84.03168199999999	Public Library
Comfort Branch Library	4889 Highway 41 W		Trenton	28585	35.0025909	-77.52945	Public Library
Kinston-Lenoir County Public Library	510 N Queen St		Kinston	28501	35.2660564	-77.5815015	Public Library
La Grange Branch Library	119 E Washington St		La Grange	28551	35.305107	-77.7875366	Public Library
Maysville Branch Library	601 7th St		Maysville	28555	34.9025503	-77.2324398	Public Library
Pink Hill Branch Library	114 W Broadway St		Pink Hill	28572	35.0552506	-77.7459681	Public Library
Pollocksville Branch Library	415 Green Hill St		Pollocksville	28573	35.00576900000001	-77.22639219999999	Public Library
Trenton Branch Library	204 Lakeview Dr		Trenton	28585	35.0615181	-77.3522054	Public Library
Northeast Regional Library	1241 Military Cutoff Rd		Wilmington	28405	34.2329099	-77.8282407	Public Library
Myrtle Grove Branch Library	5155 S College Rd		Wilmington	28412	34.1459044	-77.891792	Public Library
New Hanover County Public Library (Main)	201 Chestnut St		Wilmington	28401	34.2379722	-77.9471595	Public Library
Alleghany County Public Library	115 Atwood St		Sparta	28675	36.512867	-81.120053	Public Library
Charles H. Stone Memorial Library	319 W Main St		Pilot Mountain	27041	36.3872887	-80.4709132	Public Library
Danbury Public Library	1104 Main St		Danbury	27016	36.4123605	-80.2193881	Public Library
Dobson Community Library	113 Crutchfield St		Dobson	27017	36.3948283	-80.7231525	Public Library
East Bend Public Library	420 Flint Hill Rd		East Bend	27018	36.2113416	-80.506117	Public Library
Elkin Public Library	111 N Front St		Elkin	28621	36.24406889999999	-80.8546009	Public Library
Jonesville Public Library	560 Winston Rd		Jonesville	28642	36.2397749	-80.8326321	Public Library
King Public Library	101 Pilot View Dr		King	27021	36.2822473	-80.3642555	Public Library
Lowgap Public Library	5210 W Pine St		Lowgap	27024	36.4798121	-80.76406329999999	Public Library
Mount Airy Public Library	145 Rockford St		Mount Airy	27030	36.49818130000001	-80.60745299999999	Public Library
Walnut Cove Public Library	106 W Fifth St		Walnut Cove	27052	36.298678	-80.142489	Public Library
Yadkin County Public Library	233 E Main St		Yadkinville	27055	36.1347367	-80.6571855	Public Library
Boonville Community Public Library	121 W Main St		Boonville	27011	36.2325481	-80.71005	Public Library
Onslow County Public Library (Main)	58 Doris Avenue E		Jacksonville	28540	34.7778504	-77.420845	Public Library
Richlands Public Library	299 S Wilmington St		Richlands	28574	34.8973498	-77.5474964	Public Library
Swansboro Branch Library	1460 W Corbett Ave		Swansboro	28584	34.7067808	-77.1597056	Public Library
Carrboro Branch Library/McDougle Middle School	900 Old Fayetteville Rd		Chapel Hill	27516	35.9291079	-79.0989661	Public Library
Carrboro Cybrary	100 N Greensboro St		Carrboro	27510	35.9107713	-79.0719505	Public Library
Orange County Public Library (Main)	137 W Margaret Ln		Hillsborough	27278	36.0742449	-79.10059729999999	Public Library
Hampstead Branch Library	75 Library Dr		Hampstead	28443	34.3934179	-77.680069	Public Library
Pender County Public Library (Main)	103 S Cowan St		Burgaw	28425	34.5515064	-77.924155	Public Library
Perry Memorial Library	205 Breckenridge St		Henderson	27536	36.32753659999999	-78.4051803	Public Library
Person County Public Library	319 S Main St		Roxboro	27573	36.3901654	-78.9859997	Public Library
Perquimans County Library	514 S Church St		Hertford	27944	36.1824555	-76.4653357	Public Library
Shepard-Pruden Memorial Library	106 W Water St		Edenton	27932	36.057268	-76.609994	Public Library
Tyrrell County Library	414 Main St		Columbia	27925	35.9180545	-76.2512304	Public Library
Washington County Library	201 E Third St		Plymouth	27962	35.86595	-76.746464	Public Library
Saluda Library	44 West Main St		Saluda	28773	35.2365532	-82.3496145	Public Library
Columbus Library (Main)	1289 W Mills St		Columbus	28722	35.239858	-82.2180829	Public Library
James Bryan Creech Library	206 W Hatcher St		Four Oaks	27524	35.4502703	-78.4349379	Public Library
Kenly Public Library	205 Edgerton St		Kenly	27542	35.5915659	-78.12414919999999	Public Library
Mary Duncan Public Library	100 W Main St		Benson	27504	35.3817291	-78.5478736	Public Library
Public Library Of Johnston County & Smithfield (Main)	305 Market St		Smithfield	27577	35.5114374	-78.34559759999999	Public Library
Selma Public Library	301 N Pollock St		Selma	27576	35.538359	-78.28320599999999	Public Library
Archdale Public Library	10433 S Main St		Archdale	27263	35.8932419	-79.93776419999999	Public Library
John W. Clark Public Library	111 Sumner Pl		Franklinville	27248	35.7440286	-79.6941897	Public Library
Liberty Public Library	239 S Fayetteville St		Liberty	27298	35.8491718	-79.56955549999999	Public Library
Ramseur Public Library	1512 Main St		Ramseur	27316	35.73337679999999	-79.6549033	Public Library
Randleman Public Library	142 W Academy Street		Randleman	27317	35.8183364	-79.80584240000002	Public Library
Randolph Public Library (Main)	201 Worth St		Asheboro	27203	35.7061581	-79.8113764	Public Library
Seagrove Public Library	530 Seagrove Plank Rd		Seagrove	27341	35.5546835	-79.7793416	Public Library
Roanoke Rapids Public Library	319 Roanoke Ave		Roanoke Rapids	27870	36.4673382	-77.6518675	Public Library
McMillan Memorial Library	205 E 2nd Ave		Red Springs	28377	34.8182427	-79.1804624	Public Library
Gilbert Patterson Memorial Public Library	210 N Florence St		Maxton	28364	34.7364488	-79.3510732	Public Library
Hector MacLean Public Library	106 S Main St		Fairmont	28340	34.4975806	-79.11452059999999	Public Library
Pembroke Public Library	413 S Blaine St		Pembroke	28372	34.6761594	-79.1930972	Public Library
Robeson County Public Library (Main)	101 N Chestnut St		Lumberton	28358	34.6174997	-79.0080832	Public Library
Rowland Public Library	113 E Main St		Rowland	28383	34.5366922	-79.2907874	Public Library
St. Pauls Public Library	221 W Broad St		Saint Pauls	28384	34.8064457	-78.9734982	Public Library
Eden Branch Library	598 S Pierce St		Eden	27288	36.4942264	-79.7360003	Public Library
Madison-Mayodan Public Library	611 Burton St		Madison	27025	36.4005448	-79.97257429999999	Public Library
Reidsville Branch Library	204 W Morehead St		Reidsville	27320	36.3618669	-79.66463879999999	Public Library
Rockingham County Public Library Bookmobile	527 Boone Rd		Eden	27288	36.4946028	-79.7619311	Public Library
Stoneville Branch Library	201 E Main St		Stoneville	27048	36.4668588	-79.9059984	Public Library
East Branch Library	110 Broad St		Rockwell	28138	35.5515839	-80.4057437	Public Library
Rowan Public Library (Main)	201 W Fisher St		Salisbury	28144	35.6676897	-80.4730202	Public Library
South Rowan Regional Library	920 Kimball Rd		China Grove	28088	35.565406	-80.60098699999999	Public Library
Mountains Branch Library	150 Bills Creek Rd		Lake Lure	28746	35.4256911	-82.1622435	Public Library
Rutherford County Library (Main)	255 Callahan Koon Rd		Spindale	28160	35.347956	-81.91067699999999	Public Library
Bryan Memorial Library	302 W Weeksdale St		Newton Grove	28366	35.243159	-78.3551779	Public Library
Miriam B. Lamb Memorial Library	144 S Church Ave		Garland	28441	34.7856599	-78.3968278	Public Library
Roseboro Public Library	300 W Roseboro St		Roseboro	28382	34.9524312	-78.5132782	Public Library
J.C. Holliday Library (Main)	217 Graham St		Clinton	28328	34.9977975	-78.32045629999999	Public Library
Allen Library	307 Page St		Biscoe	27209	35.3651814	-79.7806123	Public Library
Currie Memorial Library	138 S School St		Candor	27229	35.2940701	-79.747129	Public Library
Hamlet Public Library	302 Main St		Hamlet	28345	34.8832696	-79.7093541	Public Library
Hampton B. Allen Library	120 S Greene St		Wadesboro	28170	34.9656112	-80.0772829	Public Library
Hoke County Public Library	334 N Main St		Raeford	28376	34.9825719	-79.2237243	Public Library
Kemp Sugg Memorial Library	279 2nd St		Ellerbe	28338	35.0723254	-79.76298709999999	Public Library
Leath Memorial Library	412 E Franklin St		Rockingham	28379	34.937756	-79.7695135	Public Library
Montgomery County Library	215 W Main St		Troy	27371	35.3584898	-79.8953861	Public Library
Moore County Library	101 Saunders St		Carthage	28327	35.344899	-79.4180186	Public Library
Mount Gilead Library	110 W Allenton St		Mount Gilead	27306	35.2148461	-80.002943	Public Library
Page Memorial Library	100 S Poplar St		Aberdeen	28315	35.1323627	-79.4284772	Public Library
Pinebluff Public Library	305 E Baltimore Ave		Pinebluff	28373	35.1084765	-79.4682132	Public Library
Robbins Area Library	161 E Magnolia Dr		Robbins	27325	35.4315534	-79.5872299	Public Library
Star Branch Library	222 S Main St		Star	27356	35.397942	-79.78358	Public Library
Vass Area Library	128 Seaboard St		Vass	28394	35.2559355	-79.2821333	Public Library
Scotland County Memorial Library	312 W Church St		Laurinburg	28352	34.7754957	-79.465862	Public Library
Blount Library	201 Ives St		Bethel	27812	35.8083172	-77.3783929	Public Library
Winterville Public Library	2613 Railroad St		Winterville	28590	35.5275752	-77.402013	Public Library
Carver Branch Library	618 W 14th Ave		Greenville	27834	35.6108269	-77.3875506	Public Library
East Branch Library	2000 Cedar Ln		Greenville	27858	35.594576	-77.344351	Public Library
Sheppard Memorial Library (Main)	530 S Evans St		Greenville	27858	35.6097043	-77.3739835	Public Library
Southern Pines Public Library	170 W Connecticut Ave		Southern Pines	28387	35.1761072	-79.3905054	Public Library
Badin Branch Library	62 Pine St		Badin	28009	35.4049882	-80.1136544	Public Library
Locust Branch Library	213 Town Centre Dr		Locust	28097	35.2593893	-80.4319338	Public Library
Norwood Branch Library	207 Pee Dee Ave		Norwood	28128	35.22583729999999	-80.1192167	Public Library
Oakboro Branch Library	214 S Main St		Oakboro	28129	35.220539	-80.32346489999999	Public Library
Stanly County Public Library (Main)	133 E Main St		Albemarle	28001	35.3505096	-80.1967908	Public Library
Transylvania County Library	212 S Gaston St		Brevard	28712	35.2313791	-82.7348406	Public Library
Union West Regional Library	123 Unionville-Indian Trail Rd		Indian Trail	28079	35.0775471	-80.66489059999999	Public Library
Lois Morgan Edwards Memorial Library	414 Hasty St		Marshville	28103	34.9911903	-80.3637335	Public Library
Union County Public Library (Main)	316 E Windsor St		Monroe	28112	34.9808926	-80.5460153	Public Library
Waxhaw Library	509 S Providence St		Waxhaw	28173	34.9219148	-80.7406913	Public Library
Athens Drive High School Library	1420 Athens Dr		Raleigh	27606	35.7686517	-78.7113269	Public Library
Cameron Village Regional Library	1930 Clark Ave		Raleigh	27605	35.789611	-78.6579744	Public Library
Cary Community Library	310 S Academy St		Cary	27511	35.7842465	-78.7816445	Public Library
Duraleigh Road Community Library	5800 Duraleigh Rd		Raleigh	27612	35.8571426	-78.7121423	Public Library
Eva Perry Regional Library	2100 Shepherds Vineyard Dr		Apex	27502	35.7436028	-78.8252346	Public Library
Express Library Fayetteville Street	336 Fayetteville St		Raleigh	27601	35.7757675	-78.63965209999999	Public Library
Fuquay-Varina Community Library	133 S Fuquay Ave		Fuquay-Varina	27526	35.5829481	-78.79777720000001	Public Library
Green Road Community Library	4101 Green Rd		Raleigh	27604	35.8392512	-78.5918456	Public Library
Holly Springs Community Library	300 W Ballentine St		Holly Springs	27540	35.6501933	-78.8364802	Public Library
Middle Creek Community Library	111 Middle Creek Park Ave		Apex	27539	35.6667724	-78.76070229999999	Public Library
North Regional Library	7009 Harps Mill Rd		Raleigh	27615	35.881024	-78.6280818	Public Library
Northeast Regional Library	14401 Green Elm Lane		Raleigh	27614	35.9543493	-78.54400690000001	Public Library
Olivia Raney Local History Library	4016 Carya Dr		Raleigh	27610	35.7686577	-78.56967829999999	Public Library
Richard B. Harrison Community Library	1313 New Bern Ave		Raleigh	27610	35.780294	-78.61828380000001	Public Library
Southeast Regional Library	908 7th Ave		Garner	27529	35.7060687	-78.62098910000002	Public Library
Wake Forest Community Library	400 E Holding Ave		Wake Forest	27587	35.969951	-78.510207	Public Library
Wendell Community Library	207 S Hollybrook Rd		Wendell	27591	35.7786008	-78.3661851	Public Library
Zebulon Community Library	1000 Dogwood Dr		Zebulon	27597	35.8364189	-78.3197209	Public Library
Warren County Memorial Library	119 S Front St		Warrenton	27589	36.3974829	-78.1572291	Public Library
Fremont Public Library	202 N Goldsboro St		Fremont	27830	35.54577099999999	-77.97399879999999	Public Library
Pikeville Public Library	107 W Main St		Pikeville	27863	35.4967654	-77.98419679999999	Public Library
Steele Memorial Library	119 W Main St		Mount Olive	28365	35.1958032	-78.0681796	Public Library
Wayne County Public Library (Main)	1001 E Ash St		Goldsboro	27530	35.3818952	-77.98024439999999	Public Library
Black Creek Branch Library	103 Central Ave		Black Creek	27813	35.635344	-77.9343755	Public Library
Crocker Branch Library	114 S Main St		Stantonsburg	27883	35.6066114	-77.8241978	Public Library
Elm City Branch Library	114 N Railroad St		Elm City	27822	35.8065049	-77.86122139999999	Public Library
Lucama Branch Library	103 E Spring St		Lucama	27851	35.6442752	-78.00917539999999	Public Library
Wilson County Public Library (Main)	249 Nash St W		Wilson	27893	35.7274907	-77.91433529999999	Public Library
Asheville Regional Center	12 Barbetta Drive		Asheville	28806	35.521242	-82.60067099999999	Services for the Deaf and Hard of Hearing
Charlotte Regional Center	5501 Executive Ctr. Dr.	Suite 200	Charlotte	28212	35.2027999	-80.7435275	Services for the Deaf and Hard of Hearing
Greensboro Regional Center	122 North Elm Street	Suite 900	Greensboro	27401	36.0732697	-79.7898125	Services for the Deaf and Hard of Hearing
Morganton Regional Center	107 Foothills Drive		Morganton	28655	35.7273599	-81.65168779999999	Services for the Deaf and Hard of Hearing
Raleigh Regional Center	4900 Waters Edge Drive		Raleigh	27606	35.7745567	-78.71996759999999	Services for the Deaf and Hard of Hearing
Wilmington Regional Center	3240 Burnt Mill Drive	Suite 5	Wilmington	28403	34.2310236	-77.9013451	Services for the Deaf and Hard of Hearing
Wilson Regional Center	2705 Wooten Boulevard		Wilson	27893	35.7165762	-77.9536196	Services for the Deaf and Hard of Hearing
NORTH CAROLINA STATE BOARD OF ELECTIONS	430 N. Salisbury St.	Third floor	Raleigh	27603	35.7862681	-78.639459	State Board of Elections
